"GeographyCode","QS110EW0001","QS110EW0002","QS110EW0003","QS110EW0004","QS110EW0005","QS110EW0006","QS110EW0007","QS110EW0008","QS110EW0009","QS110EW0010","QS110EW0011","QS110EW0012","QS110EW0013","QS110EW0014","QS110EW0015","QS110EW0016","QS110EW0017","QS110EW0018","QS110EW0019","QS110EW0020","QS110EW0021","QS110EW0022","QS110EW0023","QS110EW0024","QS110EW0025","QS110EW0026","QS110EW0027"
"E00034236",248,52,33,19,45,25,12,7,1,0,78,51,3,6,8,10,30,13,16,1,19,11,8,0,24,4,20
"E00034237",245,40,24,16,56,24,22,8,1,1,87,56,9,4,10,8,28,9,12,7,15,6,9,0,19,11,8
"E00034238",108,12,5,7,23,13,5,1,4,0,38,21,3,7,7,0,23,1,20,2,8,2,6,0,4,2,2
"E00034239",261,46,14,32,56,21,22,10,0,3,91,39,8,16,14,14,40,15,20,5,13,3,9,1,15,4,11
"E00034240",228,32,10,22,46,21,13,10,2,0,64,40,5,5,10,4,48,18,26,4,17,2,14,1,21,5,16
"E00034241",232,50,25,25,38,12,17,6,3,0,78,42,7,8,15,6,35,13,22,0,16,3,12,1,15,6,9
"E00034242",206,27,11,16,37,9,17,8,2,1,65,30,6,9,15,5,29,11,16,2,22,4,18,0,26,14,12
"E00034243",303,50,26,24,95,43,32,14,6,0,85,39,16,11,12,7,40,5,27,8,11,1,10,0,22,7,15
"E00034244",233,41,11,30,43,11,19,10,3,0,74,34,11,11,16,2,36,7,23,6,20,2,16,2,19,9,10
"E00034245",225,37,12,25,46,21,17,5,2,1,72,40,5,5,13,9,31,9,19,3,19,7,10,2,20,9,11
"E00034246",207,33,10,23,37,15,20,2,0,0,66,41,2,18,4,1,33,2,28,3,20,7,13,0,18,9,9
"E00034247",204,33,7,26,26,10,5,6,5,0,66,32,6,11,10,7,30,11,14,5,30,17,13,0,19,8,11
"E00034248",177,16,6,10,24,13,6,3,2,0,46,30,4,4,7,1,35,17,16,2,23,12,8,3,33,19,14
"E00034249",213,40,16,24,43,10,18,10,4,1,65,35,8,8,8,6,24,12,11,1,7,7,0,0,34,27,7
"E00034250",284,66,30,36,51,11,33,5,2,0,91,48,12,9,12,10,35,13,21,1,21,6,14,1,20,7,13
"E00034251",240,34,23,11,73,52,19,0,2,0,66,48,4,5,4,5,27,10,17,0,22,11,9,2,18,13,5
"E00034252",333,63,25,38,90,51,27,7,4,1,102,41,15,28,16,2,36,6,22,8,14,8,4,2,28,10,18
"E00034253",287,69,29,40,62,29,20,11,2,0,92,47,13,16,10,6,35,8,16,11,16,8,5,3,13,4,9
"E00034254",232,29,6,23,59,20,22,9,8,0,69,42,3,7,11,6,35,3,26,6,24,5,15,4,16,15,1
"E00034255",241,33,11,22,57,23,23,11,0,0,72,43,14,12,2,1,29,10,16,3,30,5,24,1,20,9,11
"E00034256",247,49,11,38,42,13,22,6,1,0,83,40,11,7,19,6,30,8,17,5,27,8,18,1,16,8,8
"E00034257",255,38,18,20,50,30,4,15,1,0,85,66,4,4,8,3,37,15,22,0,28,8,17,3,17,10,7
"E00034258",246,50,20,30,49,19,21,8,0,1,87,44,16,8,11,8,25,3,20,2,18,2,15,1,17,9,8
"E00034259",222,69,25,44,43,11,26,4,1,1,73,33,7,10,15,8,20,8,11,1,9,2,7,0,8,6,2
"E00034260",184,20,7,13,43,20,13,9,1,0,54,29,10,6,9,0,26,6,15,5,24,10,13,1,17,12,5
"E00034261",217,43,15,28,37,11,19,5,2,0,75,33,11,11,11,9,27,4,22,1,21,1,18,2,14,9,5
"E00034262",240,48,23,25,46,25,14,4,3,0,77,40,14,3,15,5,39,8,29,2,17,4,13,0,13,9,4
"E00034263",193,25,10,15,29,12,10,5,1,1,54,28,4,8,11,3,54,29,22,3,16,10,4,2,15,13,2
"E00034264",247,38,14,24,50,25,19,5,1,0,85,45,11,13,7,9,37,11,26,0,18,5,13,0,19,6,13
"E00034265",454,63,34,29,76,41,26,8,1,0,147,90,11,18,17,11,92,18,65,9,46,6,40,0,30,17,13
"E00034266",246,30,9,21,58,31,15,5,5,2,80,44,6,10,12,8,24,7,16,1,28,6,22,0,26,13,13
"E00034267",229,39,10,29,32,19,12,1,0,0,82,42,6,8,17,9,30,2,22,6,27,5,20,2,19,6,13
"E00034268",363,62,29,33,74,41,17,12,4,0,139,83,12,21,18,5,44,13,22,9,27,10,15,2,17,9,8
"E00034269",162,12,7,5,22,14,5,2,1,0,76,49,9,10,8,0,21,9,12,0,16,5,11,0,15,3,12
"E00034270",298,76,60,16,76,59,12,2,3,0,87,58,3,9,15,2,24,2,18,4,24,7,17,0,11,2,9
"E00034271",243,56,20,36,41,23,10,6,2,0,78,31,6,12,11,18,27,3,16,8,29,5,24,0,12,6,6
"E00034272",265,41,29,12,70,53,7,8,2,0,94,64,8,6,11,5,29,11,18,0,18,9,8,1,13,10,3
"E00034273",142,24,18,6,38,33,3,2,0,0,47,39,1,1,6,0,12,6,6,0,16,11,5,0,5,2,3
"E00034274",189,30,21,9,66,58,4,1,3,0,66,50,1,8,2,5,20,5,13,2,5,1,4,0,2,2,0
"E00034275",260,39,11,28,27,20,1,1,3,2,88,41,8,10,17,12,42,5,34,3,45,3,42,0,19,5,14
"E00034276",260,49,15,34,52,34,13,3,2,0,84,40,9,13,12,10,32,9,19,4,32,6,26,0,11,2,9
"E00034277",209,26,14,12,30,15,12,2,1,0,71,46,1,15,4,5,38,4,33,1,24,4,20,0,20,9,11
"E00034278",268,53,24,29,57,41,8,5,1,2,105,62,8,13,14,8,32,3,23,6,10,3,7,0,11,6,5
"E00034279",281,59,46,13,83,72,10,1,0,0,95,83,7,1,4,0,29,22,4,3,10,6,3,1,5,5,0
"E00034280",138,20,18,2,19,18,1,0,0,0,56,53,0,1,0,2,16,14,2,0,10,8,2,0,17,17,0
"E00034281",165,34,32,2,57,53,4,0,0,0,61,55,2,0,4,0,8,4,4,0,4,3,1,0,1,1,0
"E00034282",327,59,30,29,74,52,14,4,2,2,113,58,6,24,12,13,48,11,34,3,18,2,16,0,15,9,6
"E00034283",301,54,27,27,65,32,25,5,3,0,108,58,11,14,24,1,38,7,23,8,18,6,12,0,18,10,8
"E00034284",231,36,13,23,50,34,14,1,0,1,78,38,6,13,10,11,29,8,15,6,17,7,8,2,21,7,14
"E00034285",257,36,16,20,40,22,11,5,1,1,82,44,9,13,10,6,37,11,22,4,30,10,18,2,32,13,19
"E00034286",251,48,14,34,33,15,12,2,2,2,88,34,11,18,18,7,32,4,23,5,28,4,21,3,22,9,13
"E00034287",205,43,14,29,32,19,9,3,1,0,73,26,4,18,19,6,26,10,15,1,13,4,9,0,18,8,10
"E00034288",249,48,17,31,45,33,8,4,0,0,86,45,9,14,13,5,35,7,24,4,22,9,13,0,13,6,7
"E00034289",178,18,7,11,42,19,8,10,3,2,63,42,4,4,8,5,23,3,19,1,20,4,15,1,12,5,7
"E00034290",219,38,17,21,48,13,27,1,6,1,74,36,12,6,13,7,26,3,19,4,21,5,15,1,12,5,7
"E00034291",168,27,12,15,39,13,16,8,2,0,58,30,2,7,13,6,22,4,13,5,17,6,8,3,5,5,0
"E00034292",207,42,17,25,36,20,10,5,0,1,78,40,9,10,12,7,28,6,16,6,10,2,7,1,13,3,10
"E00034293",214,20,5,15,50,28,15,5,2,0,79,54,6,13,4,2,26,1,23,2,18,12,5,1,21,12,9
"E00034294",416,56,31,25,133,69,48,14,2,0,150,71,23,23,23,10,40,12,24,4,21,4,17,0,16,4,12
"E00034295",172,31,16,15,37,18,12,6,1,0,69,44,7,4,12,2,17,6,10,1,10,4,6,0,8,3,5
"E00034296",243,34,18,16,62,32,18,12,0,0,76,39,5,16,12,4,26,4,20,2,20,6,14,0,25,3,22
"E00034297",228,48,28,20,30,13,13,1,2,1,80,49,14,4,8,5,29,12,15,2,24,12,12,0,17,8,9
"E00034298",268,34,15,19,48,33,9,3,2,1,93,47,10,15,13,8,43,10,31,2,19,4,15,0,31,10,21
"E00034299",195,28,14,14,44,21,16,4,3,0,68,42,8,8,6,4,25,13,12,0,14,6,8,0,16,7,9
"E00034300",196,29,1,28,24,16,4,4,0,0,68,24,5,15,17,7,23,8,15,0,27,13,14,0,25,12,13
"E00034301",214,24,11,13,63,46,6,6,4,1,79,48,14,7,6,4,24,6,13,5,12,3,9,0,12,5,7
"E00034302",224,46,14,32,37,24,6,5,0,2,99,42,12,16,15,14,22,7,15,0,7,2,4,1,13,8,5
"E00034303",220,21,8,13,31,21,5,4,1,0,77,55,6,1,11,4,38,9,26,3,27,10,16,1,26,14,12
"E00034304",208,42,25,17,45,34,10,0,1,0,62,40,3,15,4,0,31,6,23,2,15,5,9,1,13,6,7
"E00034305",239,36,21,15,37,24,7,5,0,1,76,49,3,8,10,6,31,5,23,3,27,8,17,2,32,13,19
"E00034306",241,59,30,29,63,36,16,7,4,0,60,25,8,14,13,0,28,11,15,2,16,5,11,0,15,5,10
"E00034307",203,29,17,12,43,30,10,1,2,0,90,68,7,10,3,2,27,11,12,4,10,4,6,0,4,2,2
"E00034308",284,49,21,28,57,25,19,8,5,0,108,61,8,12,21,6,35,7,24,4,14,2,12,0,21,10,11
"E00034309",212,51,29,22,48,30,12,4,2,0,58,31,5,8,10,4,26,9,15,2,18,8,10,0,11,6,5
"E00034310",262,43,16,27,64,48,12,2,2,0,98,53,9,20,10,6,37,9,23,5,10,2,8,0,10,5,5
"E00034311",249,73,51,22,72,54,11,4,2,1,61,37,8,0,11,5,19,7,9,3,9,3,6,0,15,9,6
"E00034312",244,39,22,17,76,49,20,5,2,0,75,50,6,6,10,3,23,10,10,3,17,6,11,0,14,6,8
"E00034313",248,40,16,24,72,30,33,5,4,0,81,49,13,10,3,6,29,7,17,5,16,7,8,1,10,5,5
"E00034314",202,28,9,19,55,32,20,1,1,1,66,32,6,7,16,5,26,11,12,3,13,6,6,1,14,6,8
"E00034315",218,7,1,6,16,10,4,2,0,0,43,33,0,0,5,5,34,14,19,1,49,31,18,0,69,56,13
"E00034316",211,41,17,24,34,18,7,7,2,0,64,38,5,12,3,6,31,7,21,3,24,7,16,1,17,8,9
"E00034317",286,35,19,16,68,35,17,11,5,0,94,46,21,11,14,2,44,18,22,4,25,8,15,2,20,10,10
"E00034318",217,44,15,29,21,11,5,3,1,1,78,38,9,13,13,5,27,1,19,7,27,7,19,1,20,5,15
"E00034319",247,30,9,21,42,17,18,7,0,0,73,37,6,14,11,5,32,18,14,0,36,18,17,1,34,16,18
"E00034320",149,19,6,13,22,12,6,4,0,0,46,25,4,9,6,2,23,7,15,1,19,8,10,1,20,11,9
"E00034321",81,16,8,8,14,4,9,1,0,0,27,14,4,8,1,0,9,1,5,3,5,3,1,1,10,5,5
"E00034322",240,46,17,29,28,17,6,3,2,0,78,38,9,10,17,4,32,8,20,4,25,12,12,1,31,15,16
"E00034323",245,42,15,27,28,17,11,0,0,0,94,55,7,7,19,6,28,14,11,3,43,15,26,2,10,5,5
"E00034324",237,43,9,34,21,9,10,1,0,1,73,28,10,13,11,11,47,10,34,3,33,9,21,3,20,11,9
"E00034325",208,28,15,13,28,18,8,1,1,0,70,40,10,9,9,2,33,8,24,1,20,5,15,0,29,14,15
"E00034326",234,27,16,11,18,11,3,2,1,1,63,38,8,8,7,2,65,12,46,7,36,9,26,1,25,15,10
"E00034327",226,40,18,22,14,7,3,3,1,0,95,46,10,15,14,10,48,6,40,2,17,6,11,0,12,5,7
"E00034328",267,44,18,26,26,19,7,0,0,0,123,43,12,19,44,5,37,6,25,6,19,8,10,1,18,8,10
"E00034329",218,24,10,14,24,18,5,1,0,0,66,44,3,6,9,4,44,10,28,6,35,5,26,4,25,8,17
"E00034330",194,28,9,19,14,8,5,0,1,0,57,23,8,13,6,7,37,7,29,1,33,10,23,0,25,10,15
"E00034331",220,35,19,16,29,13,13,2,1,0,64,42,13,2,5,2,32,6,22,4,42,13,27,2,18,9,9
"E00034332",254,34,19,15,44,18,16,10,0,0,89,52,11,7,14,5,44,15,24,5,27,7,19,1,16,4,12
"E00034333",254,35,16,19,36,20,14,2,0,0,89,58,9,6,7,9,24,9,14,1,40,17,23,0,30,10,20
"E00034334",182,16,5,11,20,13,3,2,2,0,30,15,1,5,4,5,34,16,16,2,35,30,5,0,47,33,14
"E00034335",186,33,9,24,38,10,23,2,3,0,61,28,5,8,18,2,22,5,13,4,12,5,6,1,20,8,12
"E00034336",198,29,14,15,28,14,9,4,1,0,58,35,6,5,6,6,32,7,21,4,30,6,23,1,21,11,10
"E00034337",292,36,21,15,57,36,16,5,0,0,101,47,13,23,7,11,48,5,40,3,33,5,27,1,17,5,12
"E00034338",220,40,16,24,24,14,5,3,2,0,92,36,15,13,20,8,25,5,17,3,27,2,23,2,12,6,6
"E00034339",250,37,13,24,25,14,8,3,0,0,86,31,16,12,17,10,48,3,40,5,30,6,20,4,24,8,16
"E00034340",191,19,11,8,33,22,9,2,0,0,76,38,13,12,10,3,23,3,18,2,18,4,14,0,22,5,17
"E00034341",277,47,21,26,41,18,17,5,0,1,88,44,15,7,11,11,45,2,38,5,26,8,18,0,30,14,16
"E00034342",184,21,13,8,19,14,2,3,0,0,68,25,17,15,8,3,40,7,31,2,22,1,21,0,14,6,8
"E00034343",208,19,9,10,38,22,12,3,0,1,67,32,7,18,7,3,48,5,35,8,15,4,10,1,21,10,11
"E00034344",235,37,13,24,41,22,12,3,4,0,97,41,5,15,21,15,32,3,24,5,17,4,13,0,11,3,8
"E00034345",183,32,10,22,27,14,12,1,0,0,78,24,10,13,22,9,25,4,18,3,13,2,9,2,8,1,7
"E00034346",107,7,5,2,12,11,0,0,1,0,28,23,1,0,4,0,15,6,9,0,17,13,4,0,28,22,6
"E00034347",201,21,9,12,36,22,12,2,0,0,78,57,3,4,10,4,23,5,16,2,29,15,14,0,14,10,4
"E00034348",209,31,14,17,22,10,8,3,1,0,68,43,6,7,9,3,30,4,22,4,32,12,17,3,26,8,18
"E00034349",212,40,23,17,40,16,20,3,1,0,60,43,3,2,11,1,36,3,24,9,17,8,7,2,19,9,10
"E00034350",203,24,7,17,27,11,3,11,2,0,50,27,7,7,7,2,25,11,13,1,39,23,11,5,38,28,10
"E00034351",268,53,27,26,59,46,11,2,0,0,77,49,10,6,9,3,48,33,9,6,15,6,8,1,16,9,7
"E00034352",211,43,14,29,36,22,9,5,0,0,62,21,3,10,18,10,35,8,22,5,18,5,13,0,17,8,9
"E00034353",224,45,17,28,19,10,6,0,2,1,82,35,9,9,24,5,28,11,14,3,29,14,11,4,21,10,11
"E00034354",222,18,9,9,53,33,9,2,7,2,75,61,4,2,3,5,46,13,31,2,22,11,10,1,8,4,4
"E00034355",267,31,5,26,46,33,7,1,5,0,81,51,8,10,7,5,51,26,23,2,36,18,18,0,22,9,13
"E00034356",113,13,10,3,12,9,0,1,2,0,34,25,0,4,5,0,32,16,13,3,16,8,8,0,6,3,3
"E00034358",296,58,24,34,71,56,13,2,0,0,96,55,10,10,14,7,28,7,18,3,25,12,9,4,18,10,8
"E00034359",210,44,20,24,38,30,6,1,1,0,88,49,11,11,10,7,19,4,11,4,16,5,10,1,5,2,3
"E00034360",130,18,10,8,25,13,9,2,0,1,38,26,8,1,2,1,25,9,12,4,17,3,13,1,7,3,4
"E00034361",176,22,14,8,25,14,3,6,0,2,44,27,7,2,5,3,34,8,23,3,25,14,11,0,26,12,14
"E00034362",177,13,11,2,12,7,3,1,1,0,36,29,1,1,5,0,49,24,23,2,31,18,13,0,36,25,11
"E00034363",222,25,12,13,32,18,9,5,0,0,83,49,3,11,12,8,37,10,25,2,28,8,19,1,17,7,10
"E00034364",193,25,17,8,43,35,4,4,0,0,62,47,4,5,5,1,19,7,11,1,27,12,12,3,17,8,9
"E00034365",262,47,17,30,41,23,5,5,5,3,88,58,2,10,9,9,48,21,23,4,23,11,12,0,15,6,9
"E00034366",283,44,20,24,36,14,11,7,4,0,80,47,9,10,9,5,61,21,35,5,35,21,13,1,27,16,11
"E00034368",226,45,22,23,53,32,16,5,0,0,62,44,7,1,3,7,33,11,19,3,19,8,11,0,14,11,3
"E00034369",221,43,24,19,59,42,14,3,0,0,58,34,11,6,4,3,31,7,19,5,15,3,11,1,15,6,9
"E00034371",199,21,12,9,28,17,6,4,1,0,61,43,5,4,5,4,43,13,23,7,26,8,14,4,20,10,10
"E00034372",216,32,14,18,34,18,14,2,0,0,70,40,10,10,5,5,35,9,24,2,26,10,13,3,19,8,11
"E00034373",181,27,8,19,17,11,1,5,0,0,68,51,4,4,5,4,29,22,6,1,13,9,4,0,27,10,17
"E00034374",220,31,18,13,34,18,10,4,1,1,68,40,4,11,11,2,42,11,26,5,30,15,14,1,15,6,9
"E00034375",358,58,26,32,43,24,17,2,0,0,156,73,14,23,30,16,42,6,34,2,36,7,29,0,23,8,15
"E00034376",271,39,16,23,39,22,12,5,0,0,104,49,10,26,14,5,32,5,22,5,29,5,20,4,28,16,12
"E00034377",266,39,13,26,45,29,11,5,0,0,95,37,13,23,14,8,54,4,41,9,20,6,14,0,13,6,7
"E00034378",256,31,18,13,64,33,25,5,1,0,82,41,17,14,5,5,45,6,36,3,13,4,8,1,21,10,11
"E00034379",286,42,20,22,66,38,24,2,1,1,113,66,8,18,14,7,25,5,18,2,27,14,12,1,13,5,8
"E00034380",269,34,13,21,48,33,11,4,0,0,98,37,19,13,26,3,42,5,33,4,24,5,19,0,23,3,20
"E00034381",427,45,11,34,88,53,30,4,1,0,174,61,34,34,30,15,53,5,44,4,25,6,19,0,42,18,24
"E00034382",294,44,29,15,80,57,12,9,2,0,88,50,13,13,10,2,32,3,27,2,26,5,21,0,24,6,18
"E00034383",353,64,19,45,67,34,25,3,2,3,138,47,28,24,22,17,41,6,29,6,21,4,14,3,22,8,14
"E00034384",248,50,17,33,55,32,11,11,1,0,86,34,11,16,22,3,26,6,17,3,16,4,12,0,15,3,12
"E00034386",339,69,46,23,87,75,5,3,4,0,122,73,12,18,14,5,36,8,21,7,15,6,8,1,10,6,4
"E00034387",206,24,14,10,35,18,14,2,1,0,76,61,5,4,5,1,43,24,18,1,17,6,11,0,11,7,4
"E00034388",212,42,18,24,32,13,9,8,2,0,56,34,3,4,12,3,30,6,22,2,24,14,10,0,28,20,8
"E00034389",182,29,8,21,24,12,10,0,1,1,53,24,10,5,7,7,26,5,17,4,30,9,21,0,20,7,13
"E00034390",296,57,33,24,37,24,9,2,2,0,104,45,11,19,23,6,53,10,38,5,28,5,21,2,17,5,12
"E00034391",317,39,18,21,47,24,15,7,0,1,140,67,12,32,22,7,60,5,50,5,21,10,11,0,10,3,7
"E00034392",248,33,16,17,63,21,26,14,2,0,75,35,9,17,11,3,43,8,34,1,27,4,23,0,7,4,3
"E00034393",215,25,11,14,32,11,15,4,1,1,61,32,6,12,6,5,40,7,29,4,26,6,20,0,31,12,19
"E00034394",243,33,11,22,39,28,7,3,0,1,112,57,16,19,7,13,24,6,16,2,23,4,19,0,12,3,9
"E00034395",185,32,14,18,40,20,16,3,1,0,73,42,7,6,12,6,17,8,9,0,13,2,11,0,10,7,3
"E00034396",248,36,20,16,48,30,11,6,0,1,74,39,13,14,7,1,49,6,39,4,24,5,19,0,17,11,6
"E00034397",261,48,14,34,33,18,11,4,0,0,110,52,9,20,15,14,33,5,25,3,24,10,14,0,13,9,4
"E00034398",246,29,21,8,29,22,6,1,0,0,98,64,10,12,12,0,51,12,37,2,21,5,16,0,18,6,12
"E00034399",281,29,15,14,57,34,18,5,0,0,81,51,10,8,7,5,55,14,41,0,42,11,30,1,17,9,8
"E00034400",224,33,20,13,43,28,11,2,2,0,84,60,6,7,9,2,31,9,19,3,15,8,7,0,18,12,6
"E00034401",290,47,17,30,50,28,16,6,0,0,120,58,15,20,16,11,38,11,26,1,27,17,8,2,8,7,1
"E00034402",248,38,17,21,42,32,7,2,0,1,95,57,14,8,10,6,37,3,31,3,17,4,13,0,19,10,9
"E00034403",267,44,22,22,34,23,9,0,0,2,100,53,6,13,16,12,42,12,25,5,26,8,18,0,21,6,15
"E00034404",226,23,9,14,55,31,22,2,0,0,91,34,18,22,14,3,30,7,22,1,18,6,11,1,9,5,4
"E00034405",291,43,25,18,53,37,13,1,2,0,109,61,18,12,7,11,44,4,39,1,23,3,20,0,19,7,12
"E00034406",282,38,19,19,72,42,19,8,3,0,91,45,11,16,17,2,48,7,34,7,16,6,9,1,17,11,6
"E00034409",320,49,25,24,40,24,11,3,2,0,107,46,12,12,32,5,57,8,46,3,34,11,22,1,33,12,21
"E00034410",249,41,22,19,31,14,12,5,0,0,107,55,11,21,15,5,33,8,24,1,20,4,15,1,17,6,11
"E00034412",288,50,29,21,72,51,19,2,0,0,112,77,12,9,5,9,36,15,17,4,9,6,3,0,9,5,4
"E00034413",209,18,8,10,42,25,12,4,1,0,69,38,6,7,14,4,36,5,30,1,26,5,21,0,18,6,12
"E00034414",221,30,13,17,66,40,21,4,1,0,68,26,11,10,15,6,20,4,14,2,23,8,13,2,14,5,9
"E00034415",283,35,20,15,77,55,15,5,2,0,107,80,7,9,8,3,33,11,18,4,20,8,12,0,11,6,5
"E00034416",289,36,18,18,45,26,16,2,1,0,103,47,16,17,15,8,35,5,29,1,29,3,24,2,41,14,27
"E00034417",208,41,17,24,48,20,13,13,2,0,69,35,8,8,12,6,27,9,17,1,17,3,12,2,6,3,3
"E00034418",332,59,29,30,75,31,38,6,0,0,123,44,21,24,25,9,43,3,30,10,22,3,19,0,10,6,4
"E00034419",204,33,18,15,37,28,6,2,0,1,74,45,4,8,10,7,29,5,23,1,18,7,11,0,13,4,9
"E00034420",205,27,11,16,33,20,12,1,0,0,61,37,5,7,11,1,47,8,38,1,21,7,14,0,16,9,7
"E00034421",250,34,16,18,31,22,6,1,2,0,94,46,3,24,15,6,61,12,45,4,18,8,10,0,12,9,3
"E00034422",247,23,9,14,41,17,16,5,1,2,85,53,6,13,7,6,37,7,25,5,41,12,28,1,20,10,10
"E00034424",209,19,6,13,25,15,7,1,1,1,56,36,6,3,7,4,40,3,33,4,38,12,24,2,31,12,19
"E00034425",260,32,17,15,47,27,16,4,0,0,84,54,6,8,11,5,53,11,38,4,15,3,10,2,29,14,15
"E00034426",347,57,30,27,100,66,23,7,4,0,121,78,11,10,14,8,31,7,23,1,23,14,9,0,15,8,7
"E00034427",206,26,10,16,32,22,5,1,4,0,55,35,4,7,7,2,36,16,20,0,28,15,13,0,29,22,7
"E00034428",266,49,19,30,56,27,25,4,0,0,93,46,12,8,19,8,34,6,26,2,20,3,17,0,14,8,6
"E00034429",224,23,11,12,52,29,14,8,1,0,72,52,0,2,17,1,30,9,21,0,27,12,15,0,20,15,5
"E00034430",227,39,12,27,51,18,22,8,3,0,81,51,6,9,3,12,29,9,14,6,11,5,6,0,16,9,7
"E00034431",198,22,13,9,48,31,16,1,0,0,71,38,11,11,10,1,20,4,11,5,22,6,15,1,15,4,11
"E00034432",305,49,22,27,60,28,16,16,0,0,114,62,10,16,24,2,31,9,19,3,23,7,14,2,28,19,9
"E00034433",241,21,8,13,27,14,12,0,1,0,79,39,18,11,7,4,46,8,30,8,41,4,36,1,27,8,19
"E00034434",319,52,30,22,34,23,9,1,0,1,98,31,20,18,16,13,64,4,56,4,39,3,35,1,32,7,25
"E00034435",274,32,13,19,22,19,2,0,0,1,79,26,21,13,10,9,53,9,38,6,48,4,41,3,40,17,23
"E00034436",265,20,8,12,25,24,0,0,1,0,86,43,13,8,19,3,54,8,44,2,43,15,27,1,37,17,20
"E00034437",304,43,14,29,51,26,15,6,4,0,110,76,5,11,12,6,41,15,21,5,25,9,15,1,34,13,21
"E00034438",214,14,7,7,25,14,10,1,0,0,65,31,14,10,8,2,44,8,34,2,35,10,25,0,31,11,20
"E00034439",246,29,10,19,43,36,6,0,0,1,92,50,8,14,8,12,44,8,31,5,20,8,12,0,18,13,5
"E00034440",244,25,10,15,31,17,12,2,0,0,87,47,17,7,8,8,42,7,28,7,23,5,18,0,36,12,24
"E00034441",243,28,10,18,38,17,16,4,1,0,90,33,14,21,16,6,23,3,20,0,28,5,23,0,36,16,20
"E00034442",244,24,15,9,36,25,7,3,0,1,103,68,14,12,6,3,36,11,22,3,17,4,13,0,28,15,13
"E00034443",248,28,20,8,28,16,10,1,0,1,73,41,7,6,14,5,41,8,31,2,30,8,22,0,48,16,32
"E00034444",249,32,19,13,36,23,11,1,1,0,69,37,9,9,7,7,38,3,32,3,35,8,27,0,39,14,25
"E00034445",242,25,16,9,25,19,4,0,2,0,79,42,8,15,9,5,53,4,46,3,25,3,21,1,35,11,24
"E00034446",361,36,13,23,53,33,19,1,0,0,112,50,14,17,25,6,54,9,41,4,53,12,39,2,53,16,37
"E00034447",269,41,12,29,32,23,8,1,0,0,120,24,24,36,22,14,35,3,25,7,25,5,20,0,16,7,9
"E00034448",225,21,14,7,25,18,7,0,0,0,83,39,10,19,10,5,49,3,44,2,32,3,29,0,15,5,10
"E00034449",155,8,4,4,9,9,0,0,0,0,38,22,2,7,7,0,28,3,22,3,33,11,22,0,39,22,17
"E00034451",220,12,6,6,65,52,10,3,0,0,84,56,9,7,9,3,31,12,18,1,13,10,3,0,15,11,4
"E00034453",231,20,10,10,58,43,13,2,0,0,58,38,3,10,3,4,28,13,13,2,20,5,15,0,47,26,21
"E00034454",276,9,9,0,4,4,0,0,0,0,49,49,0,0,0,0,70,46,24,0,69,37,32,0,75,48,27
"E00034455",209,31,16,15,29,18,8,1,0,2,76,39,4,10,15,8,29,3,22,4,21,4,17,0,23,11,12
"E00034456",219,33,10,23,36,25,8,2,1,0,70,33,7,12,13,5,39,4,33,2,18,1,16,1,23,8,15
"E00034457",211,19,4,15,13,10,2,1,0,0,68,35,4,11,11,7,32,5,24,3,36,3,33,0,43,9,34
"E00034458",188,18,5,13,21,11,8,0,1,1,50,26,7,6,4,7,22,5,14,3,40,8,29,3,37,17,20
"E00034459",254,33,16,17,28,19,9,0,0,0,73,36,10,9,11,7,34,5,29,0,48,8,38,2,38,12,26
"E00034460",191,5,2,3,14,7,7,0,0,0,28,15,6,6,0,1,28,4,24,0,59,8,49,2,57,20,37
"E00034461",154,11,6,5,30,24,5,0,1,0,36,29,4,0,0,3,33,10,16,7,23,14,6,3,21,14,7
"E00034462",216,20,11,9,24,18,6,0,0,0,62,35,7,6,8,6,35,4,27,4,41,6,35,0,34,15,19
"E00034463",194,19,4,15,12,12,0,0,0,0,65,16,14,17,8,10,47,3,35,9,28,2,25,1,23,11,12
"E00034464",235,25,15,10,20,13,7,0,0,0,56,32,5,6,7,6,48,4,43,1,35,4,31,0,51,17,34
"E00034465",236,25,10,15,12,10,2,0,0,0,72,35,8,11,10,8,47,1,43,3,38,5,33,0,42,19,23
"E00034466",249,20,14,6,18,11,7,0,0,0,74,37,4,19,10,4,51,9,40,2,48,13,35,0,38,15,23
"E00034467",245,31,18,13,25,12,13,0,0,0,75,27,19,11,14,4,51,5,39,7,28,1,27,0,35,9,26
"E00034468",249,25,10,15,31,20,8,1,1,1,79,35,12,17,12,3,34,4,29,1,32,2,28,2,48,19,29
"E00034469",227,27,14,13,18,12,3,1,0,2,105,38,15,26,24,2,34,1,25,8,27,3,22,2,16,3,13
"E00034470",281,37,11,26,25,22,2,0,1,0,100,36,14,14,25,11,50,0,46,4,45,2,43,0,24,10,14
"E00034471",256,19,10,9,16,12,3,1,0,0,83,42,18,13,10,0,58,6,50,2,35,1,34,0,45,20,25
"E00034472",263,39,20,19,58,45,10,2,1,0,100,58,11,18,11,2,37,11,24,2,16,5,11,0,13,11,2
"E00034473",273,29,11,18,14,9,4,1,0,0,71,22,17,13,11,8,54,3,46,5,57,12,43,2,48,18,30
"E00034474",281,37,26,11,84,58,17,8,1,0,71,48,8,6,7,2,30,11,15,4,15,6,9,0,44,23,21
